card_id,card_name,card_yomi,culture,cost,card_type,power,power_disp,power_attacker,mana,rare,race,race_text,body_text,flavor_text,illustrator,voice_actor,series_title,create_disp,break_disp,super_dimensional_spell_text,super_dimensional_spell_related_cards,psychic_creature_related_cards,twinpact_related_cards,related_cards,final_forbidden_field_css,name,civilization,keyword,nd_legal,text,tags,source,source_url
271000,光器セイント・アヴェ・マリア,こうきセイント・アヴェ・マリア,光,6,サイキック・クリーチャー,,5500,+,,PS,メカ・デル・ソル/ハンター,メカ・デル・ソル/ハンター,"◇ブロッカー
■ブロック中、パワーを+2000する。
■自分のターン終了時、自分のハンターをすべてアンタップする。
（覚醒リンク後：《豪遊！セイント・シャン・メリー》）",私に任せれば、皆ハッピーになれるのですわ！――光器セイント・アヴェ・マリア,Ishibashi Yosuke,城内由茄子,希望の王女,-,0,下記に表示している対象カードをパックから入手することで獲得します,270000,"271000,271300",,,,光器セイント・アヴェ・マリア,光,ブロッカー,0,"◇ブロッカー
■ブロック中、パワーを+2000する。
■自分のターン終了時、自分のハンターをすべてアンタップする。
（覚醒リンク後：《豪遊！セイント・シャン・メリー》）",,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
271100,アルプスの使徒メリーアン,アルプスのしとメリーアン,光,3,サイキック・クリーチャー,,3000,,,PS,イニシエート/ハンター,イニシエート/ハンター,"◇ブロッカー
■相手プレイヤーを攻撃できない。
（覚醒リンク後：《豪遊！セイント・シャン・メリー》）",ハンターに勝利の祝福を！――アルプスの使徒メリーアン,Ishibashi Yosuke,新井笙子,希望の王女,-,0,下記に表示している対象カードをパックから入手することで獲得します,270000,"271100,271300",,,,アルプスの使徒メリーアン,光,ブロッカー,0,"◇ブロッカー
■相手プレイヤーを攻撃できない。
（覚醒リンク後：《豪遊！セイント・シャン・メリー》）",,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
271200,光器シャンデリア,こうきシャンデリア,光,2,サイキック・クリーチャー,,2000,,,PS,メカ・デル・ソル/ハンター,メカ・デル・ソル/ハンター,"■各ターン、初めてバトルゾーンを離れる時、パワーが0より大きければ、かわりに自分の手札から、最もコストの小さい光のカード1枚を捨てる。（複数あるなら、その中からランダムに1枚）
■P'S覚醒リンク：自分のターン開始時または自分の《光器セイント・アヴェ・マリア》がバトルゾーンに出た時、自分の《光器セイント・アヴェ・マリア》と《アルプスの使徒メリーアン》があれば、そのクリーチャーとこのクリーチャーをすべて裏返し《豪遊！セイント・シャン・メリー》にリンクさせる。",マザーの試練を乗り越えた時、聖なる鐘の音が鳴り響く。,Ishibashi Yosuke,新井笙子,希望の王女,-,0,下記に表示している対象カードをパックから入手することで獲得します,270000,"271200,271300",,,,光器シャンデリア,光,P'S覚醒リンク,0,"■各ターン、初めてバトルゾーンを離れる時、パワーが0より大きければ、かわりに自分の手札から、最もコストの小さい光のカード1枚を捨てる。（複数あるなら、その中からランダムに1枚）
■P'S覚醒リンク：自分のターン開始時または自分の《光器セイント・アヴェ・マリア》がバトルゾーンに出た時、自分の《光器セイント・アヴェ・マリア》と《アルプスの使徒メリーアン》があれば、そのクリーチャーとこのクリーチャーをすべて裏返し《豪遊！セイント・シャン・メリー》にリンクさせる。",,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
273600,ヴォルグ・サンダー,ヴォルグ・サンダー,闇,6,サイキック・クリーチャー,,7000,,,PS,デーモン・コマンド/ハンター,デーモン・コマンド/ハンター,"■バトルゾーンに出た時、自分の山札の上からクリーチャーが2枚出るまでカードを墓地に置いてもよい。
■W・ブレイカー
（覚醒リンク後：《雷獣ヴォルグ・ティーガー》）",雷を宿す牙が、魂を噛み砕く！,RUI MARUYAMA,一宮拓樹,希望の王女,-,0,下記に表示している対象カードをパックから入手することで獲得します,272500,"273600,273800",,,,ヴォルグ・サンダー,闇,W・ブレイカー,0,"■バトルゾーンに出た時、自分の山札の上からクリーチャーが2枚出るまでカードを墓地に置いてもよい。
■W・ブレイカー
（覚醒リンク後：《雷獣ヴォルグ・ティーガー》）",,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
273700,サンダー・ティーガー,サンダー・ティーガー,闇,5,サイキック・クリーチャー,,3000,,,PS,デーモン・コマンド/ハンター,デーモン・コマンド/ハンター,"■バトルゾーンに出た時、そのターン、相手のクリーチャー1体のパワーを-2000する。
■覚醒リンク：自分のターン開始時、自分の《ヴォルグ・サンダー》があれば、そのクリーチャーとこのクリーチャーを裏返し《雷獣ヴォルグ・ティーガー》にリンクさせる。",雷の如き爪が、肉体を引き裂く！,RUI MARUYAMA,一宮拓樹,希望の王女,-,0,下記に表示している対象カードをパックから入手することで獲得します,272500,"273700,273800",,,,サンダー・ティーガー,闇,覚醒リンク,0,"■バトルゾーンに出た時、そのターン、相手のクリーチャー1体のパワーを-2000する。
■覚醒リンク：自分のターン開始時、自分の《ヴォルグ・サンダー》があれば、そのクリーチャーとこのクリーチャーを裏返し《雷獣ヴォルグ・ティーガー》にリンクさせる。",,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
273500,シルバー・ヴォルグ,シルバー・ヴォルグ,闇,5,サイキック・クリーチャー,,6000,,,PS,ダーク・モンスター/ハンター,ダーク・モンスター/ハンター,"◇ブロッカー
■相手プレイヤーを攻撃できない。
■覚醒リンク：自分のターン開始時、自分の《プロト・ガイアール》があれば、そのクリーチャーとこのクリーチャーを裏返し《撃墜王ガイアール・キラードラゴン》にリンクさせる。",いつでもいけるぞ！プロト・ガイアール！――シルバー・ヴォルグ,Yuri Shinjuro,米田基裕,希望の王女,-,0,下記に表示している対象カードをパックから入手、または生成することで獲得します,277700,"273500,280800",,,,シルバー・ヴォルグ,闇,"ブロッカー,覚醒リンク",0,"◇ブロッカー
■相手プレイヤーを攻撃できない。
■覚醒リンク：自分のターン開始時、自分の《プロト・ガイアール》があれば、そのクリーチャーとこのクリーチャーを裏返し《撃墜王ガイアール・キラードラゴン》にリンクさせる。",,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
275100,流星のフォーエバー・カイザー,りゅうせいのフォーエバー・カイザー,火,6,サイキック・クリーチャー,,6000,,,PS,レッド・コマンド・ドラゴン/ハンター,レッド・コマンド・ドラゴン/ハンター,"■相手のサイキック・クリーチャーはプレイヤーを攻撃できない。
■W・ブレイカー
（覚醒リンク後：《星龍王ガイアール・リュウセイドラゴン》）",貴方がプリン様ですか！探していた姫をとうとう見つけた、ディスカバリー！――流星のフォーエバー・カイザー,NINNIN,武内駿輔,希望の王女,-,0,下記に表示している対象カードをパックから入手することで獲得します,273900,"275100,275400",,,,流星のフォーエバー・カイザー,火,W・ブレイカー,0,"■相手のサイキック・クリーチャーはプレイヤーを攻撃できない。
■W・ブレイカー
（覚醒リンク後：《星龍王ガイアール・リュウセイドラゴン》）",,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
275000,プロト・ガイアール,プロト・ガイアール,火,5,サイキック・クリーチャー,,4000,,,PS,フレイム・モンスター/ハンター,フレイム・モンスター/ハンター,"■攻撃する時、自分の超次元ゾーンから《シルバー・ヴォルグ》1枚をバトルゾーンに出してもよい。
（覚醒リンク後：《撃墜王ガイアール・キラードラゴン》）",シルバー・ヴォルグ！準備はいいか！――プロト・ガイアール,Akira Hamada,米田基裕,希望の王女,-,0,下記に表示している対象カードをパックから入手、または生成することで獲得します,278000,"275000,280800",,,,プロト・ガイアール,火,,0,"■攻撃する時、自分の超次元ゾーンから《シルバー・ヴォルグ》1枚をバトルゾーンに出してもよい。
（覚醒リンク後：《撃墜王ガイアール・キラードラゴン》）",,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
275200,ウコン・ピッピー,ウコン・ピッピー,火,3,サイキック・クリーチャー,,1000,,,PS,ファイアー・バード/ハンター,ファイアー・バード/ハンター,"■自分のドラゴンすべてのパワーは+2000される。
（覚醒リンク後：《星龍王ガイアール・リュウセイドラゴン》）",流星の名の元に集いし対の鳥達は、永遠の平和を願っていた。,Daisuke Izuka,小堀真生,希望の王女,-,0,下記に表示している対象カードをパックから入手することで獲得します,273900,"275200,275400",,,,ウコン・ピッピー,火,,0,"■自分のドラゴンすべてのパワーは+2000される。
（覚醒リンク後：《星龍王ガイアール・リュウセイドラゴン》）",,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
275300,サコン・ピッピー,サコン・ピッピー,火,2,サイキック・クリーチャー,,3000,,,PS,ファイアー・バード/ハンター,ファイアー・バード/ハンター,■P'S覚醒リンク：自分のターン開始時または自分の《流星のフォーエバー・カイザー》がバトルゾーンに出た時、自分の《流星のフォーエバー・カイザー》と《ウコン・ピッピー》があれば、そのクリーチャーとこのクリーチャーを裏返し《星龍王ガイアール・リュウセイドラゴン》にリンクさせる。,「全てをリュウセイ様に！」「これがわたくし達の切り札でございます！」――ウコン・ピッピー＆サコン・ピッピー,Daisuke Izuka,秋山絵理,希望の王女,-,0,下記に表示している対象カードをパックから入手することで獲得します,273900,"275300,275400",,,,サコン・ピッピー,火,P'S覚醒リンク,0,■P'S覚醒リンク：自分のターン開始時または自分の《流星のフォーエバー・カイザー》がバトルゾーンに出た時、自分の《流星のフォーエバー・カイザー》と《ウコン・ピッピー》があれば、そのクリーチャーとこのクリーチャーを裏返し《星龍王ガイアール・リュウセイドラゴン》にリンクさせる。,,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
280600,時空の双英ジョン・タッチャブル,じくうのそうえいジョン・タッチャブル,光自然,5,サイキック・クリーチャー,,3000,,,PS,グレートメカオー/ドリームメイト,グレートメカオー/ドリームメイト,"■相手はこのクリーチャーを選べない。
■覚醒：自分のターン終了時、そのターン、自分の他のクリーチャーが3体以上バトルゾーンに出ていたなら、このクリーチャーを《変貌の覚醒者ジョジョン・パワード》のほうに裏返す。",「僕達が！」「新たなヒーローになるんだ！」――時空の双英ジョン・タッチャブル,Kare,渡辺紘、柚木尚子,希望の王女,-,0,,,"280600,280700",,,,時空の双英ジョン・タッチャブル,光自然,覚醒,0,"■相手はこのクリーチャーを選べない。
■覚醒：自分のターン終了時、そのターン、自分の他のクリーチャーが3体以上バトルゾーンに出ていたなら、このクリーチャーを《変貌の覚醒者ジョジョン・パワード》のほうに裏返す。",,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
279900,激沸騰！オンセン・ガロウズ,げきふっとう！オンセン・ガロウズ,水火,7,サイキック・クリーチャー,,6000,,,PS,サイバー・コマンド/フレイム・コマンド/エイリアン,サイバー・コマンド/フレイム・コマンド/エイリアン,"■W・ブレイカー
■自分のターン中、自分の水または火の進化でないクリーチャーが召喚によってバトルゾーンに出た時、そのクリーチャーを自分の山札の一番上に置いてもよい。そうした場合、そのクリーチャーを山札の上からバトルゾーンに戻す。
（覚醒リンク後：《絶対絶命 ガロウズ・ゴクドラゴン》）",ならば俺も奥の手を出すしかないな ・・・。まさかアンノウンがここまでやるとはねえ！――激沸騰！オンセン・ガロウズ,Toshiaki Takayama,露崎亘,希望の王女,-,0,下記に表示している対象カードをパックから入手、または生成することで獲得します,276500,"279900,280100",,,,激沸騰！オンセン・ガロウズ,水火,W・ブレイカー,0,"■W・ブレイカー
■自分のターン中、自分の水または火の進化でないクリーチャーが召喚によってバトルゾーンに出た時、そのクリーチャーを自分の山札の一番上に置いてもよい。そうした場合、そのクリーチャーを山札の上からバトルゾーンに戻す。
（覚醒リンク後：《絶対絶命 ガロウズ・ゴクドラゴン》）",,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
279800,激天下！シャチホコ・カイザー,げきてんか！シャチホコ・カイザー,光闇火,7,サイキック・クリーチャー,,5500,,,PS,レインボー・コマンド・ドラゴン/エイリアン,レインボー・コマンド・ドラゴン/エイリアン,"■自分のターン開始時、自分の墓地からコスト3以下のクリーチャー1枚をバトルゾーンに出してもよい。
（覚醒リンク後：《絶対絶命 ガロウズ・ゴクドラゴン》）",王と女王の仇を討つため、パンドラの力はもう1体のサイキック・スーパー・クリーチャーを誕生させた！,Toshiaki Takayama,宮本誉之,希望の王女,-,0,下記に表示している対象カードをパックから入手、または生成することで獲得します,276500,"279800,280100",,,,激天下！シャチホコ・カイザー,光闇火,,0,"■自分のターン開始時、自分の墓地からコスト3以下のクリーチャー1枚をバトルゾーンに出してもよい。
（覚醒リンク後：《絶対絶命 ガロウズ・ゴクドラゴン》）",,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
280400,勝利のガイアール・カイザー,しょうりのガイアール・カイザー,闇火自然,7,サイキック・クリーチャー,,5000,,,PS,レッド・コマンド・ドラゴン/ハンター,レッド・コマンド・ドラゴン/ハンター,"■スピードアタッカー
■バトルゾーンに出た時、そのターン、アンタップしているクリーチャーを攻撃できる。
（覚醒リンク後：《唯我独尊ガイアール・オレドラゴン》）",ハンターとエイリアンは、姫の下で一丸となり強敵に立ち向かう。その先にある勝利を信じて。,Hisanobu Kometani,渡辺紘,希望の王女,-,0,下記に表示している対象カードをパックから入手、または生成することで獲得します,276600,"280400,280500",,,,勝利のガイアール・カイザー,闇火自然,スピードアタッカー,1,"■スピードアタッカー
■バトルゾーンに出た時、そのターン、アンタップしているクリーチャーを攻撃できる。
（覚醒リンク後：《唯我独尊ガイアール・オレドラゴン》）",,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
280300,勝利のリュウセイ・カイザー,しょうりのリュウセイ・カイザー,水闇火,7,サイキック・クリーチャー,,6000,,,PS,レッド・コマンド・ドラゴン/ハンター,レッド・コマンド・ドラゴン/ハンター,"■相手が自身のカードをマナゾーンに置く時、使用可能マナは増えない。
■W・ブレイカー
（覚醒リンク後：《唯我独尊ガイアール・オレドラゴン》）",王女プリンは無念の亡き父・母の遺志、そして世界を命がけで守ろうとしている！我はその思いに賛同し、最後まで戦うのだ！！――勝利のリュウセイ・カイザー,NINNIN,武内駿輔,希望の王女,-,0,下記に表示している対象カードをパックから入手、または生成することで獲得します,276600,"280300,280500",,,,勝利のリュウセイ・カイザー,水闇火,W・ブレイカー,1,"■相手が自身のカードをマナゾーンに置く時、使用可能マナは増えない。
■W・ブレイカー
（覚醒リンク後：《唯我独尊ガイアール・オレドラゴン》）",,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
280000,激相撲！ツッパリキシ,げきずもう！ツッパリキシ,闇火自然,5,サイキック・クリーチャー,,5000,,,PS,フレイム・コマンド/エイリアン,フレイム・コマンド/エイリアン,"■自分の他のクリーチャーのパワーは、そのクリーチャーが持つ文明ひとつにつき+1000される。
■P'S覚醒リンク：自分のターン開始時または自分の《激沸騰！オンセン・ガロウズ》がバトルゾーンに出た時、自分の《激沸騰！オンセン・ガロウズ》と《激天下！シャチホコ・カイザー》があれば、そのクリーチャーとこのクリーチャーをすべて裏返し《絶対絶命 ガロウズ・ゴクドラゴン》にリンクさせる。",王と女王は土俵際でも諦めなかった。俺達が諦めちまったら、お二人に顔向けができないぜ！――激相撲！ツッパリキシ,RUI MARUYAMA,宮本誉之,希望の王女,-,0,下記に表示している対象カードをパックから入手、または生成することで獲得します,276500,"280000,280100",,,,激相撲！ツッパリキシ,闇火自然,P'S覚醒リンク,0,"■自分の他のクリーチャーのパワーは、そのクリーチャーが持つ文明ひとつにつき+1000される。
■P'S覚醒リンク：自分のターン開始時または自分の《激沸騰！オンセン・ガロウズ》がバトルゾーンに出た時、自分の《激沸騰！オンセン・ガロウズ》と《激天下！シャチホコ・カイザー》があれば、そのクリーチャーとこのクリーチャーをすべて裏返し《絶対絶命 ガロウズ・ゴクドラゴン》にリンクさせる。",,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
280200,勝利のプリンプリン,しょうりのプリンプリン,光水自然,5,サイキック・クリーチャー,,4000,,,PS,ハンター/エイリアン,ハンター/エイリアン,"■バトルゾーンに出た時、相手のクリーチャーを1体選ぶ。次の自分のターン開始時まで、そのクリーチャーは攻撃もブロックもできない。
■V覚醒リンク：自分の《勝利のガイアール・カイザー》と《勝利のリュウセイ・カイザー》がある時、そのクリーチャーとこのクリーチャーをすべて裏返し《唯我独尊ガイアール・オレドラゴン》にリンクさせる。",わらわのかわいい弟達のためにも、ここでやられるわけにいかんのじゃ！ゆくぞ、リュウセイ！ガイアール！――勝利のプリンプリン,Hisanobu Kometani,ユリン千晶,希望の王女,-,0,下記に表示している対象カードをパックから入手、または生成することで獲得します,276600,"280200,280500",,,,勝利のプリンプリン,光水自然,V覚醒リンク,1,"■バトルゾーンに出た時、相手のクリーチャーを1体選ぶ。次の自分のターン開始時まで、そのクリーチャーは攻撃もブロックもできない。
■V覚醒リンク：自分の《勝利のガイアール・カイザー》と《勝利のリュウセイ・カイザー》がある時、そのクリーチャーとこのクリーチャーをすべて裏返し《唯我独尊ガイアール・オレドラゴン》にリンクさせる。",,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
250120,ガイアール・カイザー,ガイアール・カイザー,火,8,サイキック・クリーチャー,,6000,,,PS,レッド・コマンド・ドラゴン/ハンター,レッド・コマンド・ドラゴン/ハンター,"■スピードアタッカー
■自分のシールドがブレイクされる時、そのシールドを見る。手札に加えるかわりにそれを自分の墓地に置いてもよい。そうした場合、自分の超次元ゾーンから、こうして墓地に置いたカードのいずれかと同じコストのハンター・サイキック・クリーチャー1枚をバトルゾーンに出す。
■W・ブレイカー
（覚醒リンク後：《激竜王ガイアール・オウドラゴン》）",行く先にあるのは、勝利のみ！,Ishibashi Yosuke,渡辺紘,激竜王の目覚め,-,0,下記に表示している対象カードをパックから入手することで獲得します,250020,"250120,250420",,,,ガイアール・カイザー,火,"スピードアタッカー,W・ブレイカー",1,"■スピードアタッカー
■自分のシールドがブレイクされる時、そのシールドを見る。手札に加えるかわりにそれを自分の墓地に置いてもよい。そうした場合、自分の超次元ゾーンから、こうして墓地に置いたカードのいずれかと同じコストのハンター・サイキック・クリーチャー1枚をバトルゾーンに出す。
■W・ブレイカー
（覚醒リンク後：《激竜王ガイアール・オウドラゴン》）",,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
250220,ブーストグレンオー,ブーストグレンオー,火,5,サイキック・クリーチャー,,3000,,,PS,フレイム・モンスター/ハンター,フレイム・モンスター/ハンター,"■バトルゾーンに出た時、このクリーチャーよりパワーが小さい相手のクリーチャー1体を破壊する。
（覚醒リンク後：《激竜王ガイアール・オウドラゴン》）",その咆哮が勝利の雄叫び！,Ishibashi Yosuke,-,激竜王の目覚め,-,0,下記に表示している対象カードをパックから入手することで獲得します,250020,"250220,250420",,,,ブーストグレンオー,火,,1,"■バトルゾーンに出た時、このクリーチャーよりパワーが小さい相手のクリーチャー1体を破壊する。
（覚醒リンク後：《激竜王ガイアール・オウドラゴン》）",,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
250320,ドラゴニック・ピッピー,ドラゴニック・ピッピー,火,3,サイキック・クリーチャー,,2000,+,,PS,ファイアー・バード/ハンター,ファイアー・バード/ハンター,"■P'S覚醒リンク：自分のターン開始時または自分の《ガイアール・カイザー》がバトルゾーンに出た時、自分の《ガイアール・カイザー》と《ブーストグレンオー》があれば、そのクリーチャーとこのクリーチャーをすべて裏返し《激竜王ガイアール・オウドラゴン》にリンクさせる。
■ハンティング",これが僕達の、勇気と覚悟の結晶だッピ！――ドラゴニック・ピッピー,Ishibashi Yosuke,新井笙子,激竜王の目覚め,-,0,下記に表示している対象カードをパックから入手することで獲得します,250020,"250320,250420",,,,ドラゴニック・ピッピー,火,"P'S覚醒リンク,ハンティング",1,"■P'S覚醒リンク：自分のターン開始時または自分の《ガイアール・カイザー》がバトルゾーンに出た時、自分の《ガイアール・カイザー》と《ブーストグレンオー》があれば、そのクリーチャーとこのクリーチャーをすべて裏返し《激竜王ガイアール・オウドラゴン》にリンクさせる。
■ハンティング",,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
253500,時空のガガ・シリウス,じくうのガガ・シリウス,光,6,サイキック・クリーチャー,,11500,,,PS,エンジェル・コマンド/エイリアン,エンジェル・コマンド/エイリアン,"◇ブロッカー
■相手プレイヤーを攻撃できない。
■ループ覚醒：自分のターン開始時、このクリーチャーを《時空のセブ・ランサー》のほうに裏返してもよい。",強者の記憶に新たな強敵。素晴らしい、この世界に来た甲斐があるというものだ。――時空のセブ・ランサー,hippo,水中雅章,激竜王の目覚め,-,0,,,"253500,255400",,,,時空のガガ・シリウス,光,"ブロッカー,ループ覚醒",0,"◇ブロッカー
■相手プレイヤーを攻撃できない。
■ループ覚醒：自分のターン開始時、このクリーチャーを《時空のセブ・ランサー》のほうに裏返してもよい。",,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
253600,イオの伝道師ガガ・パックン,イオのでんどうしガガ・パックン,光,4,サイキック・クリーチャー,,3000,,,PS,バーサーカー/エイリアン,バーサーカー/エイリアン,"■相手の呪文を唱えるコストは1多くなる。
■覚醒リンク：自分のターン開始時、自分の《タイタンの大地ジオ・ザ・マン》があれば、そのクリーチャーとこのクリーチャーをすべて裏返し《貪欲バリバリ・パックンガー》にリンクさせる。",獲物を求めパックンパックン。,Eel,-,激竜王の目覚め,-,0,下記に表示している対象カードをパックから入手、または生成することで獲得します,252900,"253600,260100",,,,イオの伝道師ガガ・パックン,光,覚醒リンク,1,"■相手の呪文を唱えるコストは1多くなる。
■覚醒リンク：自分のターン開始時、自分の《タイタンの大地ジオ・ザ・マン》があれば、そのクリーチャーとこのクリーチャーをすべて裏返し《貪欲バリバリ・パックンガー》にリンクさせる。",,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
255300,ガロウズ・セブ・カイザー,ガロウズ・セブ・カイザー,水,6,サイキック・クリーチャー,,6000,,,PS,サイバー・コマンド/エイリアン,サイバー・コマンド/エイリアン,"■相手のクリーチャーが攻撃する時、カードを1枚引く。
■自分の手札が5枚以上あるなら、「ブロッカー」を得る。
■W・ブレイカー
（覚醒リンク後：《死海竜ガロウズ・デビルドラゴン》）",選ばれし三体が「地獄の断頭台」に集まる時、真の処刑人が姿を現す。,Yosuke Adachi ,露崎亘,激竜王の目覚め,-,0,下記に表示している対象カードをパックから入手、または生成することで獲得します,253700,"255300,260000",,,,ガロウズ・セブ・カイザー,水,W・ブレイカー,1,"■相手のクリーチャーが攻撃する時、カードを1枚引く。
■自分の手札が5枚以上あるなら、「ブロッカー」を得る。
■W・ブレイカー
（覚醒リンク後：《死海竜ガロウズ・デビルドラゴン》）",,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
257200,時空のジキル ザビ・ガンマン,じくうのジキル ザビ・ガンマン,闇,4,サイキック・クリーチャー,,1000,,,PS,リビング・デッド/エイリアン,リビング・デッド/エイリアン,"◇ブロッカー
■攻撃できない。
■ループ覚醒：このクリーチャーがブロックした時または攻撃された時、自分の山札の上から2枚を墓地に置き、その後、このクリーチャーを《時空のハイド ジオ・マッチョ》のほうに裏返す。",大地を駆ける筋肉が我に力を与え、新たな命を吹き込む！そしてその命が尽きかけたとき、別の自分に生まれ変わるのだ。――時空のジキル ザビ・ガンマン,Taro Yamazaki,-,激竜王の目覚め,-,0,,,"257200,259100",,,,時空のジキル ザビ・ガンマン,闇,"ブロッカー,ループ覚醒",0,"◇ブロッカー
■攻撃できない。
■ループ覚醒：このクリーチャーがブロックした時または攻撃された時、自分の山札の上から2枚を墓地に置き、その後、このクリーチャーを《時空のハイド ジオ・マッチョ》のほうに裏返す。",,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
257100,竜骨なる者ザビ・リゲル,りゅうこつなるものザビ・リゲル,闇,4,サイキック・クリーチャー,,3000,,,PS,リビング・デッド/エイリアン,リビング・デッド/エイリアン,"■自分のエイリアンが相手の呪文によってバトルゾーンを離れた時、相手の最もパワーの小さいクリーチャー1体を破壊する。（複数あるなら、その中からランダムに1体）
■P'S覚醒リンク：自分のターン開始時または自分の《ガロウズ・セブ・カイザー》がバトルゾーンに出た時、自分の《ガロウズ・セブ・カイザー》と《ハイドラ・ギルザウルス》があれば、それらとこのクリーチャーをすべて裏返し《死海竜ガロウズ・デビルドラゴン》にリンクさせる。",前線を切り開くハイドラ・ギルザウルスと、後方支援に長けたザビ・リゲル。熱さと冷静さを備えた二人組は、ガロウズ・セブ・カイザーとの連携でその力を最大限に発揮する。,Yosuke Adachi ,-,激竜王の目覚め,-,0,下記に表示している対象カードをパックから入手、または生成することで獲得します,253700,"257100,260000",,,,竜骨なる者ザビ・リゲル,闇,P'S覚醒リンク,1,"■自分のエイリアンが相手の呪文によってバトルゾーンを離れた時、相手の最もパワーの小さいクリーチャー1体を破壊する。（複数あるなら、その中からランダムに1体）
■P'S覚醒リンク：自分のターン開始時または自分の《ガロウズ・セブ・カイザー》がバトルゾーンに出た時、自分の《ガロウズ・セブ・カイザー》と《ハイドラ・ギルザウルス》があれば、それらとこのクリーチャーをすべて裏返し《死海竜ガロウズ・デビルドラゴン》にリンクさせる。",,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
257300,マシュマロ人形ザビ・ポリマ,マシュマロにんぎょうザビ・ポリマ,闇,2,サイキック・クリーチャー,,2000,,,PS,デスパペット/エイリアン,デスパペット/エイリアン,■覚醒リンク：自分のターン開始時、自分の《ギル・ポリマのペンチ》があれば、そのクリーチャーとこのクリーチャーを裏返し《幻惑の魔手ドン・マシュマロ》にリンクさせる。,見た目に惑わされるな。ヤツらを放っておくと大変な事になる！――暴騒兵スクラッチ,kawasumi,ユリン千晶,激竜王の目覚め,-,0,下記に表示している対象カードをパックから入手することで獲得します,254400,"257300,260200",,,,マシュマロ人形ザビ・ポリマ,闇,覚醒リンク,0,■覚醒リンク：自分のターン開始時、自分の《ギル・ポリマのペンチ》があれば、そのクリーチャーとこのクリーチャーを裏返し《幻惑の魔手ドン・マシュマロ》にリンクさせる。,,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
250100,ガイアール・カイザー,ガイアール・カイザー,火,8,サイキック・クリーチャー,,6000,,,PS,レッド・コマンド・ドラゴン/ハンター,レッド・コマンド・ドラゴン/ハンター,"■スピードアタッカー
■自分のシールドがブレイクされる時、そのシールドを見る。手札に加えるかわりにそれを自分の墓地に置いてもよい。そうした場合、自分の超次元ゾーンから、こうして墓地に置いたカードのいずれかと同じコストのハンター・サイキック・クリーチャー1枚をバトルゾーンに出す。
■W・ブレイカー
（覚醒リンク後：《激竜王ガイアール・オウドラゴン》）",新たな時代を切り開く赤き竜！それがガイアール！,Hisanobu Kometani,渡辺紘,激竜王の目覚め,-,0,下記に表示している対象カードをパックから入手、または生成することで獲得します,250000,"250100,250400",,,,ガイアール・カイザー,火,"スピードアタッカー,W・ブレイカー",1,"■スピードアタッカー
■自分のシールドがブレイクされる時、そのシールドを見る。手札に加えるかわりにそれを自分の墓地に置いてもよい。そうした場合、自分の超次元ゾーンから、こうして墓地に置いたカードのいずれかと同じコストのハンター・サイキック・クリーチャー1枚をバトルゾーンに出す。
■W・ブレイカー
（覚醒リンク後：《激竜王ガイアール・オウドラゴン》）",,dmps_official_api,https://dmps.takaratomy.co.jp/api1.0/plays/search.json
