card_id,name,trigger,timing,source_zone,target_zone,target_scope,condition_signals,cost_signals,output_signals,restriction_breaks,repeatability,uncertainty,vulnerability,win_contribution,matchup_roles,earliest_turn,state_delta_json,created_at,updated_at
19600,機神装甲ヴァルボーグ,使用時,early,,,creature;evolution;power_limited,needs_evolution_base,low_cost,,,single_use_or_static,deterministic_or_text_unknown,,,,3,"{""action_window"": 0, ""alternate_win_progress"": 0, ""attack_permission"": 0, ""board"": 0, ""board_persistence"": 0, ""cast_permission"": 0, ""damage_pressure"": 0, ""deck_out_prevention"": 0, ""defense"": 0, ""disruption"": 0, ""effect_permission"": 0, ""graveyard"": 0, ""hand"": 0, ""lose_condition"": 0, ""mana"": 0, ""opponent_action_lock"": 0, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 0, ""replacement_shield"": 0, ""resource_loop"": 0, ""shield"": 0, ""summon_permission"": 0, ""tempo"": 0, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 0}",2026-07-09T11:03:22,2026-07-09T11:03:22
196000,妖蟲闘竜サモハン,使用時,early,graveyard,graveyard,creature;evolution,needs_graveyard;needs_evolution_base;needs_evolution_stack,low_cost,graveyard_plus;evolution_stack_manipulation,,single_use_or_static,deterministic_or_text_unknown,graveyard_or_stack_hate,,anti_control,3,"{""action_window"": 0, ""alternate_win_progress"": 0, ""attack_permission"": 0, ""board"": 0, ""board_persistence"": 0, ""cast_permission"": 0, ""damage_pressure"": 0, ""deck_out_prevention"": 0, ""defense"": 0, ""disruption"": 0, ""effect_permission"": 0, ""graveyard"": 1, ""hand"": 0, ""lose_condition"": 0, ""mana"": 0, ""opponent_action_lock"": 0, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 0, ""replacement_shield"": 0, ""resource_loop"": 1, ""shield"": 0, ""summon_permission"": 0, ""tempo"": 0, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 0}",2026-07-09T11:03:22,2026-07-09T11:03:22
1960000,グロティス・インカーン/陰影なる印影,出た時,early,battle_zone,battle_zone,opponent;creature;power_limited,needs_board,low_cost,board_plus;board_control,,single_use_or_static,deterministic_or_text_unknown,creature_removal,,anti_aggro;anti_combo,1,"{""action_window"": 0, ""alternate_win_progress"": 0, ""attack_permission"": 0, ""board"": 1, ""board_persistence"": 0, ""cast_permission"": 0, ""damage_pressure"": 1, ""deck_out_prevention"": 0, ""defense"": 1, ""disruption"": 2, ""effect_permission"": 0, ""graveyard"": 0, ""hand"": 0, ""lose_condition"": 0, ""mana"": 0, ""opponent_action_lock"": 0, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 0, ""replacement_shield"": 0, ""resource_loop"": 0, ""shield"": 0, ""summon_permission"": 0, ""tempo"": 0, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 0}",2026-07-09T11:03:22,2026-07-09T11:03:22
196100,死神の影デスプルーフ,常在,early,,,self;creature;all,,low_cost,,,single_use_or_static,deterministic_or_text_unknown,,,,2,"{""action_window"": 0, ""alternate_win_progress"": 0, ""attack_permission"": 0, ""board"": 0, ""board_persistence"": 0, ""cast_permission"": 0, ""damage_pressure"": 0, ""deck_out_prevention"": 0, ""defense"": 0, ""disruption"": 0, ""effect_permission"": 0, ""graveyard"": 0, ""hand"": 0, ""lose_condition"": 0, ""mana"": 0, ""opponent_action_lock"": 0, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 0, ""replacement_shield"": 0, ""resource_loop"": 0, ""shield"": 0, ""summon_permission"": 0, ""tempo"": 0, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 0}",2026-07-09T11:03:22,2026-07-09T11:03:22
196200,超次元エイプリル・ホール,常在,mid,battle_zone;extra_deck,battle_zone,self;creature;cost_limited,needs_board,mid_cost,board_plus;external_zone_access;creature_deploy,zone_bypass,single_use_or_static,deterministic_or_text_unknown,creature_removal,,,4,"{""action_window"": 0, ""alternate_win_progress"": 0, ""attack_permission"": 0, ""board"": 1, ""board_persistence"": 0, ""cast_permission"": 0, ""damage_pressure"": 1, ""deck_out_prevention"": 0, ""defense"": 0, ""disruption"": 0, ""effect_permission"": 0, ""graveyard"": 0, ""hand"": 0, ""lose_condition"": 0, ""mana"": 0, ""opponent_action_lock"": 0, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 0, ""replacement_shield"": 0, ""resource_loop"": 0, ""shield"": 0, ""summon_permission"": 0, ""tempo"": 2, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 2}",2026-07-09T11:03:22,2026-07-09T11:03:22
1963000,ティン★ビン,出た時,mid,hand;graveyard;battle_zone,battle_zone,self;opponent;creature;random,needs_hand;needs_graveyard;needs_board,mid_cost,board_plus;cost_bypass;creature_deploy,cost_bypass,single_use_or_static,random;optional,graveyard_or_stack_hate;hand_disruption;creature_removal,,graveyard_plan,3,"{""action_window"": 1, ""alternate_win_progress"": 0, ""attack_permission"": 0, ""board"": 1, ""board_persistence"": 0, ""cast_permission"": 0, ""damage_pressure"": 1, ""deck_out_prevention"": 0, ""defense"": 0, ""disruption"": 0, ""effect_permission"": 0, ""graveyard"": 0, ""hand"": 0, ""lose_condition"": 0, ""mana"": 0, ""opponent_action_lock"": 0, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 0, ""replacement_shield"": 0, ""resource_loop"": 0, ""shield"": 0, ""summon_permission"": 1, ""tempo"": 2, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 0}",2026-07-09T11:03:22,2026-07-09T11:03:22
196400,時空の火焔ボルシャック・ドラゴン,常在,late,graveyard,,self;creature;power_limited,needs_mana;needs_graveyard,high_cost,,,single_use_or_static,deterministic_or_text_unknown,graveyard_or_stack_hate,payoff,,7,"{""action_window"": 0, ""alternate_win_progress"": 0, ""attack_permission"": 0, ""board"": 0, ""board_persistence"": 0, ""cast_permission"": 0, ""damage_pressure"": 0, ""deck_out_prevention"": 0, ""defense"": 0, ""disruption"": 0, ""effect_permission"": 0, ""graveyard"": 0, ""hand"": 0, ""lose_condition"": 0, ""mana"": 0, ""opponent_action_lock"": 0, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 0, ""replacement_shield"": 0, ""resource_loop"": 0, ""shield"": 0, ""summon_permission"": 0, ""tempo"": 0, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 0}",2026-07-09T11:03:22,2026-07-09T11:03:22
1964000,怪転医 ショルダ,出た時,early,deck;graveyard;battle_zone,graveyard;battle_zone,self;cost_limited,needs_graveyard;needs_board,low_cost;additional_resource_cost,graveyard_plus;board_plus,,single_use_or_static,topdeck_dependent,graveyard_or_stack_hate;creature_removal,,graveyard_plan,3,"{""action_window"": 0, ""alternate_win_progress"": 0, ""attack_permission"": 0, ""board"": 1, ""board_persistence"": 0, ""cast_permission"": 0, ""damage_pressure"": 1, ""deck_out_prevention"": 0, ""defense"": 0, ""disruption"": 0, ""effect_permission"": 0, ""graveyard"": 1, ""hand"": 0, ""lose_condition"": 0, ""mana"": 0, ""opponent_action_lock"": 0, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 0, ""replacement_shield"": 0, ""resource_loop"": 0, ""shield"": 0, ""summon_permission"": 0, ""tempo"": 0, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 0}",2026-07-09T11:03:22,2026-07-09T11:03:22
196420,時空の火焔ボルシャック・ドラゴン,常在,late,graveyard,,self;creature;power_limited,needs_mana;needs_graveyard,high_cost,,,single_use_or_static,deterministic_or_text_unknown,graveyard_or_stack_hate,payoff,,7,"{""action_window"": 0, ""alternate_win_progress"": 0, ""attack_permission"": 0, ""board"": 0, ""board_persistence"": 0, ""cast_permission"": 0, ""damage_pressure"": 0, ""deck_out_prevention"": 0, ""defense"": 0, ""disruption"": 0, ""effect_permission"": 0, ""graveyard"": 0, ""hand"": 0, ""lose_condition"": 0, ""mana"": 0, ""opponent_action_lock"": 0, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 0, ""replacement_shield"": 0, ""resource_loop"": 0, ""shield"": 0, ""summon_permission"": 0, ""tempo"": 0, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 0}",2026-07-09T11:03:22,2026-07-09T11:03:22
196500,ボルシャック・クロス・NEX,常在,late,graveyard,battle_zone,self;opponent;creature;cost_limited;power_limited,needs_mana;needs_graveyard;needs_count_condition,high_cost,board_plus;attack_ready,timing_or_attack_restriction_break,single_use_or_static,opponent_dependent,graveyard_or_stack_hate,damage_push;payoff,,9,"{""action_window"": 0, ""alternate_win_progress"": 0, ""attack_permission"": 0, ""board"": 1, ""board_persistence"": 0, ""cast_permission"": 0, ""damage_pressure"": 3, ""deck_out_prevention"": 0, ""defense"": 0, ""disruption"": 0, ""effect_permission"": 0, ""graveyard"": 0, ""hand"": 0, ""lose_condition"": 0, ""mana"": 0, ""opponent_action_lock"": 2, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 0, ""replacement_shield"": 0, ""resource_loop"": 0, ""shield"": 0, ""summon_permission"": -2, ""tempo"": 1, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 0}",2026-07-09T11:03:22,2026-07-09T11:03:22
1965000,堕魔 ドゥリンリ,ターン終了時,early,deck;graveyard,graveyard,self,needs_graveyard,low_cost;additional_resource_cost,graveyard_plus,,single_use_or_static,topdeck_dependent,graveyard_or_stack_hate,,graveyard_plan,2,"{""action_window"": 0, ""alternate_win_progress"": 0, ""attack_permission"": 0, ""board"": 0, ""board_persistence"": 0, ""cast_permission"": 0, ""damage_pressure"": 0, ""deck_out_prevention"": 0, ""defense"": 0, ""disruption"": 0, ""effect_permission"": 0, ""graveyard"": 1, ""hand"": 0, ""lose_condition"": 0, ""mana"": 0, ""opponent_action_lock"": 0, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 0, ""replacement_shield"": 0, ""resource_loop"": 0, ""shield"": 0, ""summon_permission"": 0, ""tempo"": 0, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 0}",2026-07-09T11:03:22,2026-07-09T11:03:22
196600,超次元ボルシャック・ホール,常在,mid,battle_zone;extra_deck,graveyard;battle_zone,self;opponent;creature;cost_limited;power_limited,needs_board,mid_cost,board_control;external_zone_access;creature_deploy,zone_bypass,single_use_or_static,deterministic_or_text_unknown,creature_removal,,anti_aggro;anti_combo,5,"{""action_window"": 0, ""alternate_win_progress"": 0, ""attack_permission"": 0, ""board"": 0, ""board_persistence"": 0, ""cast_permission"": 0, ""damage_pressure"": 1, ""deck_out_prevention"": 0, ""defense"": 1, ""disruption"": 2, ""effect_permission"": 0, ""graveyard"": 0, ""hand"": 0, ""lose_condition"": 0, ""mana"": 0, ""opponent_action_lock"": 0, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 0, ""replacement_shield"": 0, ""resource_loop"": 0, ""shield"": 0, ""summon_permission"": 0, ""tempo"": 2, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 2}",2026-07-09T11:03:22,2026-07-09T11:03:22
1966000,凶鬼93号 ジャジャン/冥界からの重低音,使用時,early,hand,,opponent,needs_hand,low_cost,graveyard_plus,,single_use_or_static,opponent_dependent,hand_disruption,,,1,"{""action_window"": 0, ""alternate_win_progress"": 0, ""attack_permission"": 0, ""board"": 0, ""board_persistence"": 0, ""cast_permission"": 0, ""damage_pressure"": 0, ""deck_out_prevention"": 0, ""defense"": 0, ""disruption"": 0, ""effect_permission"": 0, ""graveyard"": 1, ""hand"": 0, ""lose_condition"": 0, ""mana"": 0, ""opponent_action_lock"": 0, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 0, ""replacement_shield"": 0, ""resource_loop"": 0, ""shield"": 0, ""summon_permission"": 0, ""tempo"": 0, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 0}",2026-07-09T11:03:22,2026-07-09T11:03:22
196620,超次元ボルシャック・ホール,常在,mid,battle_zone;extra_deck,graveyard;battle_zone,self;opponent;creature;cost_limited;power_limited,needs_board,mid_cost,board_control;external_zone_access;creature_deploy,zone_bypass,single_use_or_static,deterministic_or_text_unknown,creature_removal,,anti_aggro;anti_combo,5,"{""action_window"": 0, ""alternate_win_progress"": 0, ""attack_permission"": 0, ""board"": 0, ""board_persistence"": 0, ""cast_permission"": 0, ""damage_pressure"": 1, ""deck_out_prevention"": 0, ""defense"": 1, ""disruption"": 2, ""effect_permission"": 0, ""graveyard"": 0, ""hand"": 0, ""lose_condition"": 0, ""mana"": 0, ""opponent_action_lock"": 0, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 0, ""replacement_shield"": 0, ""resource_loop"": 0, ""shield"": 0, ""summon_permission"": 0, ""tempo"": 2, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 2}",2026-07-09T11:03:22,2026-07-09T11:03:22
196700,神羅ドラグ・ムーン,攻撃時,attack_phase,,graveyard;battle_zone,opponent;creature;evolution;power_limited;all,needs_mana;needs_evolution_base;needs_attack,high_cost,board_control,,on_attack,optional,creature_removal,reset_or_sweep;payoff,anti_aggro;anti_combo,7,"{""action_window"": 0, ""alternate_win_progress"": 0, ""attack_permission"": 0, ""board"": 0, ""board_persistence"": 0, ""cast_permission"": 0, ""damage_pressure"": 0, ""deck_out_prevention"": 0, ""defense"": 1, ""disruption"": 5, ""effect_permission"": 0, ""graveyard"": 0, ""hand"": 0, ""lose_condition"": 0, ""mana"": 0, ""opponent_action_lock"": 0, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 0, ""replacement_shield"": 0, ""resource_loop"": 0, ""shield"": 0, ""summon_permission"": 0, ""tempo"": 0, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 1}",2026-07-09T11:03:22,2026-07-09T11:03:22
196900,凰翔竜機 B・クロス・アイニー,出た時,mid,battle_zone,battle_zone,self;opponent;creature;evolution,needs_board;needs_evolution_base,mid_cost,board_plus,,single_use_or_static,optional,creature_removal,,,6,"{""action_window"": 0, ""alternate_win_progress"": 0, ""attack_permission"": 0, ""board"": 1, ""board_persistence"": 0, ""cast_permission"": 0, ""damage_pressure"": 1, ""deck_out_prevention"": 0, ""defense"": 0, ""disruption"": 0, ""effect_permission"": 0, ""graveyard"": 0, ""hand"": 0, ""lose_condition"": 0, ""mana"": 0, ""opponent_action_lock"": 0, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 0, ""replacement_shield"": 0, ""resource_loop"": 0, ""shield"": 0, ""summon_permission"": 0, ""tempo"": 0, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 0}",2026-07-09T11:03:22,2026-07-09T11:03:22
1969000,堕魔 ヴァイプシュ,呪文詠唱時,mid,hand;graveyard,hand,self;creature;spell,needs_graveyard;needs_spell_cast,mid_cost,recursion;spell_cast,,recursion_candidate,optional,graveyard_or_stack_hate;spell_lock,,anti_control;graveyard_plan,5,"{""action_window"": 0, ""alternate_win_progress"": 0, ""attack_permission"": 0, ""board"": 0, ""board_persistence"": 0, ""cast_permission"": 0, ""damage_pressure"": 0, ""deck_out_prevention"": 0, ""defense"": 0, ""disruption"": 0, ""effect_permission"": 0, ""graveyard"": 0, ""hand"": 0, ""lose_condition"": 0, ""mana"": 0, ""opponent_action_lock"": 0, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 0, ""replacement_shield"": 0, ""resource_loop"": 1, ""shield"": 0, ""summon_permission"": 0, ""tempo"": 0, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 0}",2026-07-09T11:03:22,2026-07-09T11:03:22
19700,襲撃者エグゼドライブ,ターン終了時,early,hand;battle_zone,hand,self;power_limited,,low_cost,hand_plus;board_control;recursion;attack_ready,timing_or_attack_restriction_break,recursion_candidate,deterministic_or_text_unknown,,damage_push,anti_aggro;anti_combo;anti_control,3,"{""action_window"": 0, ""alternate_win_progress"": 0, ""attack_permission"": 0, ""board"": 0, ""board_persistence"": 0, ""cast_permission"": 0, ""damage_pressure"": 2, ""deck_out_prevention"": 0, ""defense"": 1, ""disruption"": 2, ""effect_permission"": 0, ""graveyard"": 0, ""hand"": 1, ""lose_condition"": 0, ""mana"": 0, ""opponent_action_lock"": 0, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 0, ""replacement_shield"": 0, ""resource_loop"": 1, ""shield"": 0, ""stability"": 1, ""summon_permission"": 0, ""tempo"": 1, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 0}",2026-07-09T11:03:22,2026-07-09T11:03:22
197000,ギャラクシー・ルピア,攻撃時,attack_phase,deck;graveyard;battle_zone,graveyard;battle_zone,self;creature;evolution,needs_graveyard;needs_board;needs_evolution_base;needs_attack,mid_cost,graveyard_plus;board_plus;cost_bypass;search;creature_deploy,cost_bypass,on_attack,optional,graveyard_or_stack_hate;creature_removal,,graveyard_plan,3,"{""action_window"": 1, ""alternate_win_progress"": 0, ""attack_permission"": 0, ""board"": 1, ""board_persistence"": 0, ""cast_permission"": 0, ""damage_pressure"": 1, ""deck_out_prevention"": 0, ""defense"": 0, ""disruption"": 0, ""effect_permission"": 0, ""graveyard"": 1, ""hand"": 0, ""lose_condition"": 0, ""mana"": 0, ""opponent_action_lock"": 0, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 0, ""replacement_shield"": 0, ""resource_loop"": 0, ""shield"": 0, ""stability"": 1, ""summon_permission"": 1, ""tempo"": 2, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 0}",2026-07-09T11:03:22,2026-07-09T11:03:22
1970000,堕魔 ヴォジャワ,出た時,mid,deck;hand;graveyard;battle_zone,hand;graveyard;battle_zone,self,needs_graveyard;needs_board,mid_cost;additional_resource_cost,hand_plus;graveyard_plus;board_plus;board_control;recursion,,recursion_candidate,topdeck_dependent,graveyard_or_stack_hate;creature_removal,,anti_aggro;anti_combo;anti_control;graveyard_plan,4,"{""action_window"": 0, ""alternate_win_progress"": 0, ""attack_permission"": 0, ""board"": 1, ""board_persistence"": 0, ""cast_permission"": 0, ""damage_pressure"": 1, ""deck_out_prevention"": 0, ""defense"": 1, ""disruption"": 2, ""effect_permission"": 0, ""graveyard"": 1, ""hand"": 1, ""lose_condition"": 0, ""mana"": 0, ""opponent_action_lock"": 0, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 0, ""replacement_shield"": 0, ""resource_loop"": 1, ""shield"": 0, ""stability"": 1, ""summon_permission"": 0, ""tempo"": 0, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 0}",2026-07-09T11:03:22,2026-07-09T11:03:22
197100,火ノ鳥カゲキリ,攻撃時,attack_phase,graveyard,graveyard,creature;evolution,needs_graveyard;needs_evolution_base;needs_attack,low_cost,graveyard_plus;repeatable_action,,on_attack,deterministic_or_text_unknown,graveyard_or_stack_hate;creature_removal,,anti_control,2,"{""action_window"": 0, ""alternate_win_progress"": 0, ""attack_permission"": 0, ""board"": 0, ""board_persistence"": 0, ""cast_permission"": 0, ""damage_pressure"": 0, ""deck_out_prevention"": 0, ""defense"": 0, ""disruption"": 0, ""effect_permission"": 0, ""graveyard"": 1, ""hand"": 0, ""lose_condition"": 0, ""mana"": 0, ""opponent_action_lock"": 0, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 0, ""replacement_shield"": 0, ""resource_loop"": 2, ""shield"": 0, ""summon_permission"": 0, ""tempo"": 0, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 0}",2026-07-09T11:03:22,2026-07-09T11:03:22
1971000,夜更人形ジェニコ,出た時,early,hand;battle_zone,battle_zone,,needs_hand;needs_board,low_cost,graveyard_plus;board_plus,,single_use_or_static,deterministic_or_text_unknown,hand_disruption;creature_removal,,,2,"{""action_window"": 0, ""alternate_win_progress"": 0, ""attack_permission"": 0, ""board"": 1, ""board_persistence"": 0, ""cast_permission"": 0, ""damage_pressure"": 1, ""deck_out_prevention"": 0, ""defense"": 0, ""disruption"": 0, ""effect_permission"": 0, ""graveyard"": 1, ""hand"": 0, ""lose_condition"": 0, ""mana"": 0, ""opponent_action_lock"": 0, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 0, ""replacement_shield"": 0, ""resource_loop"": 0, ""shield"": 0, ""summon_permission"": 0, ""tempo"": 0, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 0}",2026-07-09T11:03:22,2026-07-09T11:03:22
197200,ソウルバーン・ドラゴン,攻撃時,attack_phase,deck;graveyard;battle_zone,graveyard;battle_zone,self;opponent;creature;power_limited,needs_mana;needs_graveyard;needs_board;needs_attack,high_cost;additional_resource_cost,graveyard_plus;board_control;creature_deploy,,on_attack,topdeck_dependent,graveyard_or_stack_hate;creature_removal,payoff,anti_aggro;anti_combo;graveyard_plan,7,"{""action_window"": 0, ""alternate_win_progress"": 0, ""attack_permission"": 0, ""board"": 0, ""board_persistence"": 0, ""cast_permission"": 0, ""damage_pressure"": 1, ""deck_out_prevention"": 0, ""defense"": 1, ""disruption"": 2, ""effect_permission"": 0, ""graveyard"": 1, ""hand"": 0, ""lose_condition"": 0, ""mana"": 0, ""opponent_action_lock"": 0, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 0, ""replacement_shield"": 0, ""resource_loop"": 0, ""shield"": 0, ""summon_permission"": 0, ""tempo"": 0, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 0}",2026-07-09T11:03:22,2026-07-09T11:03:22
1972000,堕魔 ドゥジード,ターン開始時,early,,graveyard,self;creature,,low_cost,board_control,,single_use_or_static,deterministic_or_text_unknown,,,anti_aggro;anti_combo,2,"{""action_window"": 0, ""alternate_win_progress"": 0, ""attack_permission"": 0, ""board"": -1, ""board_persistence"": 0, ""cast_permission"": 0, ""damage_pressure"": 0, ""deck_out_prevention"": 0, ""defense"": 1, ""disruption"": 2, ""effect_permission"": 0, ""graveyard"": 0, ""hand"": 0, ""lose_condition"": 0, ""mana"": 0, ""opponent_action_lock"": 0, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 0, ""replacement_shield"": 0, ""resource_loop"": 0, ""shield"": 0, ""summon_permission"": 0, ""tempo"": 0, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 0}",2026-07-09T11:03:22,2026-07-09T11:03:22
197300,アンビシャス・ドラゴン,常在,mid,,,self;power_limited,,mid_cost,,,single_use_or_static,deterministic_or_text_unknown,,,,5,"{""action_window"": 0, ""alternate_win_progress"": 0, ""attack_permission"": 0, ""board"": 0, ""board_persistence"": 0, ""cast_permission"": 0, ""damage_pressure"": 0, ""deck_out_prevention"": 0, ""defense"": 0, ""disruption"": 0, ""effect_permission"": 0, ""graveyard"": 0, ""hand"": 0, ""lose_condition"": 0, ""mana"": 0, ""opponent_action_lock"": 0, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 0, ""replacement_shield"": 0, ""resource_loop"": 0, ""shield"": 0, ""summon_permission"": 0, ""tempo"": 0, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 0}",2026-07-09T11:03:22,2026-07-09T11:03:22
1973000,“B-零朱”レイド,出た時,late,hand;graveyard;battle_zone;shield,graveyard;battle_zone,self;opponent;creature;spell;cost_limited;power_limited,needs_mana;needs_hand;needs_graveyard;needs_board;needs_shield;needs_spell_cast;needs_payoff,high_cost;additional_resource_cost;cost_bypass,graveyard_plus;board_control;cost_bypass;attack_ready;spell_cast,cost_bypass;timing_or_attack_restriction_break;replacement_or_immunity,single_use_or_static,deterministic_or_text_unknown,graveyard_or_stack_hate;spell_lock;hand_disruption;creature_removal;has_resilience,damage_push;payoff,anti_aggro;anti_combo;graveyard_plan,3,"{""action_window"": 1, ""alternate_win_progress"": 0, ""attack_permission"": 0, ""board"": 0, ""board_persistence"": 2, ""cast_permission"": 0, ""damage_pressure"": 2, ""deck_out_prevention"": 0, ""defense"": 1, ""disruption"": 2, ""effect_permission"": 0, ""graveyard"": 1, ""hand"": 0, ""lose_condition"": 0, ""mana"": 0, ""opponent_action_lock"": 0, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 1, ""replacement_shield"": 0, ""resource_loop"": 0, ""shield"": 0, ""summon_permission"": 1, ""tempo"": 3, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 0}",2026-07-09T11:03:22,2026-07-09T11:03:22
1973120,“B-零朱”レイド,出た時,late,hand;graveyard;battle_zone;shield,graveyard;battle_zone,self;opponent;creature;spell;cost_limited;power_limited,needs_mana;needs_hand;needs_graveyard;needs_board;needs_shield;needs_spell_cast;needs_payoff,high_cost;additional_resource_cost;cost_bypass,graveyard_plus;board_control;cost_bypass;attack_ready;spell_cast,cost_bypass;timing_or_attack_restriction_break;replacement_or_immunity,single_use_or_static,deterministic_or_text_unknown,graveyard_or_stack_hate;spell_lock;hand_disruption;creature_removal;has_resilience,damage_push;payoff,anti_aggro;anti_combo;graveyard_plan,3,"{""action_window"": 1, ""alternate_win_progress"": 0, ""attack_permission"": 0, ""board"": 0, ""board_persistence"": 2, ""cast_permission"": 0, ""damage_pressure"": 2, ""deck_out_prevention"": 0, ""defense"": 1, ""disruption"": 2, ""effect_permission"": 0, ""graveyard"": 1, ""hand"": 0, ""lose_condition"": 0, ""mana"": 0, ""opponent_action_lock"": 0, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 1, ""replacement_shield"": 0, ""resource_loop"": 0, ""shield"": 0, ""summon_permission"": 1, ""tempo"": 3, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 0}",2026-07-09T11:03:22,2026-07-09T11:03:22
197400,ボルシャック・ルピア,出た時,mid,deck;hand;battle_zone,hand;battle_zone,self,needs_board,mid_cost,board_plus;search,,single_use_or_static,deterministic_or_text_unknown,creature_removal,,,4,"{""action_window"": 0, ""alternate_win_progress"": 0, ""attack_permission"": 0, ""board"": 1, ""board_persistence"": 0, ""cast_permission"": 0, ""damage_pressure"": 1, ""deck_out_prevention"": 0, ""defense"": 0, ""disruption"": 0, ""effect_permission"": 0, ""graveyard"": 0, ""hand"": 0, ""lose_condition"": 0, ""mana"": 0, ""opponent_action_lock"": 0, ""opponent_deck_pressure"": 0, ""replacement_destroy"": 0, ""replacement_shield"": 0, ""resource_loop"": 0, ""shield"": 0, ""stability"": 1, ""summon_permission"": 0, ""tempo"": 0, ""trigger_window"": 0, ""turn_count"": 0, ""win_progress"": 0, ""zone_change_permission"": 0}",2026-07-09T11:03:22,2026-07-09T11:03:22
