deck_name,candidate_origin,route_type,route_score,adjusted_route_score,required_mana_estimate,earliest_route_turn,route_reproducibility_score,route_risk_score,nearest_known_combo,known_combo_similarity,target_meta_decks,route_seed_cards,seed_quality_penalty,seed_quality_reasons,state_chain,required_support_roles,missing_support_states,route_evaluation_comment,strategy_note,avg_seed_cost,difference_from_known_combo,known_combo_pattern_type,max_seed_cost,meta_hit_reason,raw_adjusted_route_score,score_cap_reasons,seed_cards,strict_quality_filter,target_meta_deck_rows
route_seed opponent_deckout_win: 防御から相手山札圧力 #4,route_based,opponent_deckout_win,67,63,2,3,61,28,グスタフ 落城の計 拘束ループ,14,,水面護り ハコフ / 蓄積された魔力の縛り / 連唱 ハルカス・ドロー / 腐敗電脳ディス・メルニア,12,seed内の役割が重複しすぎている可能性,水面護り ハコフ/蓄積された魔力の縛り -> 連唱 ハルカス・ドロー -> 腐敗電脳ディス・メルニア -> opponent_deckout_win (defense:+2 / opponent_deck_pressure:+2 / disruption:+1 / opponent_action_lock:+1),サーチ/ドロー,access_to_seed,研究検証候補です。 ただしスコア上限理由があります: 既知コンボ類似度が20未満で、構造接続が未確認;刺さり候補環境デッキが未確認;再現性スコアが中程度;不足補助役割が残っている。 カード間の実接続、フォーマット適合、環境対面を確認してください。,route_seed_generator v1。plan=防御から相手山札圧力。平均コスト=1.67 / 最大コスト=2。この候補は保存前にroute_candidate_evaluatorで現実補正してください。,1.67,グスタフ 落城の計 拘束ループとの共通点は限定的です。 pattern_type=ループ / seed=水面護り ハコフ / 蓄積された魔力の縛り / 連唱 ハルカス・ドロー / 腐敗電脳ディス・メルニア。相手山札圧力と自分の防御/山札切れ回避を両立できるかが差分確認点です。,ループ,2,,80,既知コンボ類似度が20未満で、構造接続が未確認;刺さり候補環境デッキが未確認;再現性スコアが中程度;不足補助役割が残っている,水面護り ハコフ/蓄積された魔力の縛り / 連唱 ハルカス・ドロー / 腐敗電脳ディス・メルニア,True,[]
route_seed alternate_effect_win: 耐久/山札操作から特殊勝利 #1,route_based,alternate_effect_win,43,25,2,3,71,20,シャコガイル 山札0特殊勝利,14,,水面護り ハコフ / 蓄積された魔力の縛り / 連唱 ハルカス・ドロー,37,seed内の役割が重複しすぎている可能性;alternate_effect_winだが特殊条件形成が薄い,水面護り ハコフ/蓄積された魔力の縛り -> 連唱 ハルカス・ドロー ->  -> alternate_effect_win (defense:+2 / alternate_win_progress:+2 / win_progress:+1 / shield:+1),サーチ/ドロー,access_to_seed,品質フィルターで37点の減点があります。理由: seed内の役割が重複しすぎている可能性;alternate_effect_winだが特殊条件形成が薄い。カード間の実接続と使用可能フォーマットを確認してください。,route_seed_generator v1。plan=耐久/山札操作から特殊勝利。平均コスト=1.50 / 最大コスト=2。この候補は保存前にroute_candidate_evaluatorで現実補正してください。,1.5,シャコガイル 山札0特殊勝利との共通点は限定的です。 pattern_type=特殊勝利 / seed=水面護り ハコフ / 蓄積された魔力の縛り / 連唱 ハルカス・ドロー。特殊勝利条件に必要な前提状態をどこまで自前で作れるかが差分確認点です。,特殊勝利,2,,62,既知コンボ類似度が20未満で、構造接続が未確認;刺さり候補環境デッキが未確認;不足補助役割が残っている,水面護り ハコフ/蓄積された魔力の縛り / 連唱 ハルカス・ドロー,True,[]
route_seed alternate_effect_win: 耐久/山札操作から特殊勝利 #23,route_based,alternate_effect_win,43,25,2,3,71,20,サイバー・J・イレブン 特殊勝利,15,,生意気な衛兵 メダカ / 連唱 ハルカス・ドロー / 怪魔城 ポチョムキン,37,seed内の役割が重複しすぎている可能性;alternate_effect_winだが特殊条件形成が薄い,生意気な衛兵 メダカ -> 連唱 ハルカス・ドロー -> 怪魔城 ポチョムキン -> alternate_effect_win (defense:+2 / alternate_win_progress:+2 / win_progress:+1 / shield:+1),サーチ/ドロー,access_to_seed,品質フィルターで37点の減点があります。理由: seed内の役割が重複しすぎている可能性;alternate_effect_winだが特殊条件形成が薄い。カード間の実接続と使用可能フォーマットを確認してください。,route_seed_generator v1。plan=耐久/山札操作から特殊勝利。平均コスト=1.33 / 最大コスト=2。この候補は保存前にroute_candidate_evaluatorで現実補正してください。,1.33,サイバー・J・イレブン 特殊勝利との共通点は限定的です。 pattern_type=特殊勝利 / seed=生意気な衛兵 メダカ / 連唱 ハルカス・ドロー / 怪魔城 ポチョムキン。特殊勝利条件に必要な前提状態をどこまで自前で作れるかが差分確認点です。,特殊勝利,2,,62,既知コンボ類似度が20未満で、構造接続が未確認;刺さり候補環境デッキが未確認;不足補助役割が残っている,生意気な衛兵 メダカ / 連唱 ハルカス・ドロー / 怪魔城 ポチョムキン,True,[]
route_seed alternate_effect_win: 耐久/山札操作から特殊勝利 #24,route_based,alternate_effect_win,43,25,2,3,71,20,サイバー・J・イレブン 特殊勝利,15,,生意気な衛兵 メダカ / 連唱 ハルカス・ドロー / 封魔ウェバリス,37,seed内の役割が重複しすぎている可能性;alternate_effect_winだが特殊条件形成が薄い,生意気な衛兵 メダカ -> 連唱 ハルカス・ドロー -> 封魔ウェバリス -> alternate_effect_win (defense:+2 / alternate_win_progress:+2 / win_progress:+1 / shield:+1),サーチ/ドロー,access_to_seed,品質フィルターで37点の減点があります。理由: seed内の役割が重複しすぎている可能性;alternate_effect_winだが特殊条件形成が薄い。カード間の実接続と使用可能フォーマットを確認してください。,route_seed_generator v1。plan=耐久/山札操作から特殊勝利。平均コスト=1.33 / 最大コスト=2。この候補は保存前にroute_candidate_evaluatorで現実補正してください。,1.33,サイバー・J・イレブン 特殊勝利との共通点は限定的です。 pattern_type=特殊勝利 / seed=生意気な衛兵 メダカ / 連唱 ハルカス・ドロー / 封魔ウェバリス。特殊勝利条件に必要な前提状態をどこまで自前で作れるかが差分確認点です。,特殊勝利,2,,62,既知コンボ類似度が20未満で、構造接続が未確認;刺さり候補環境デッキが未確認;不足補助役割が残っている,生意気な衛兵 メダカ / 連唱 ハルカス・ドロー / 封魔ウェバリス,True,[]
route_seed alternate_effect_win: 耐久/山札操作から特殊勝利 #25,route_based,alternate_effect_win,43,25,2,3,71,20,サイバー・J・イレブン 特殊勝利,15,,生意気な衛兵 メダカ / 連唱 ハルカス・ドロー / 螺神兵ボロック,37,seed内の役割が重複しすぎている可能性;alternate_effect_winだが特殊条件形成が薄い,生意気な衛兵 メダカ -> 連唱 ハルカス・ドロー -> 螺神兵ボロック -> alternate_effect_win (defense:+2 / alternate_win_progress:+2 / win_progress:+1 / shield:+1),サーチ/ドロー,access_to_seed,品質フィルターで37点の減点があります。理由: seed内の役割が重複しすぎている可能性;alternate_effect_winだが特殊条件形成が薄い。カード間の実接続と使用可能フォーマットを確認してください。,route_seed_generator v1。plan=耐久/山札操作から特殊勝利。平均コスト=1.33 / 最大コスト=2。この候補は保存前にroute_candidate_evaluatorで現実補正してください。,1.33,サイバー・J・イレブン 特殊勝利との共通点は限定的です。 pattern_type=特殊勝利 / seed=生意気な衛兵 メダカ / 連唱 ハルカス・ドロー / 螺神兵ボロック。特殊勝利条件に必要な前提状態をどこまで自前で作れるかが差分確認点です。,特殊勝利,2,,62,既知コンボ類似度が20未満で、構造接続が未確認;刺さり候補環境デッキが未確認;不足補助役割が残っている,生意気な衛兵 メダカ / 連唱 ハルカス・ドロー / 螺神兵ボロック,True,[]
route_seed alternate_effect_win: 耐久/山札操作から特殊勝利 #44,route_based,alternate_effect_win,43,25,2,3,71,20,サイバー・J・イレブン 特殊勝利,15,,火炎流星弾 / 連唱 ハルカス・ドロー / 怪魔城 ポチョムキン,37,seed内の役割が重複しすぎている可能性;alternate_effect_winだが特殊条件形成が薄い,火炎流星弾 -> 連唱 ハルカス・ドロー -> 怪魔城 ポチョムキン -> alternate_effect_win (defense:+2 / alternate_win_progress:+2 / win_progress:+1 / shield:+1),サーチ/ドロー,access_to_seed,品質フィルターで37点の減点があります。理由: seed内の役割が重複しすぎている可能性;alternate_effect_winだが特殊条件形成が薄い。カード間の実接続と使用可能フォーマットを確認してください。,route_seed_generator v1。plan=耐久/山札操作から特殊勝利。平均コスト=1.33 / 最大コスト=2。この候補は保存前にroute_candidate_evaluatorで現実補正してください。,1.33,サイバー・J・イレブン 特殊勝利との共通点は限定的です。 pattern_type=特殊勝利 / seed=火炎流星弾 / 連唱 ハルカス・ドロー / 怪魔城 ポチョムキン。特殊勝利条件に必要な前提状態をどこまで自前で作れるかが差分確認点です。,特殊勝利,2,,62,既知コンボ類似度が20未満で、構造接続が未確認;刺さり候補環境デッキが未確認;不足補助役割が残っている,火炎流星弾 / 連唱 ハルカス・ドロー / 怪魔城 ポチョムキン,True,[]
route_seed alternate_effect_win: 耐久/山札操作から特殊勝利 #2,route_based,alternate_effect_win,43,19,2,3,61,28,シャコガイル 山札0特殊勝利,14,,水面護り ハコフ / 蓄積された魔力の縛り / 連唱 ハルカス・ドロー / 怪魔城 ポチョムキン,37,seed内の役割が重複しすぎている可能性;alternate_effect_winだが特殊条件形成が薄い,水面護り ハコフ/蓄積された魔力の縛り -> 連唱 ハルカス・ドロー -> 怪魔城 ポチョムキン -> alternate_effect_win (defense:+2 / alternate_win_progress:+2 / win_progress:+1 / shield:+1),サーチ/ドロー,access_to_seed,品質フィルターで37点の減点があります。理由: seed内の役割が重複しすぎている可能性;alternate_effect_winだが特殊条件形成が薄い。カード間の実接続と使用可能フォーマットを確認してください。,route_seed_generator v1。plan=耐久/山札操作から特殊勝利。平均コスト=1.33 / 最大コスト=2。この候補は保存前にroute_candidate_evaluatorで現実補正してください。,1.33,シャコガイル 山札0特殊勝利との共通点は限定的です。 pattern_type=特殊勝利 / seed=水面護り ハコフ / 蓄積された魔力の縛り / 連唱 ハルカス・ドロー / 怪魔城 ポチョムキン。特殊勝利条件に必要な前提状態をどこまで自前で作れるかが差分確認点です。,特殊勝利,2,,56,既知コンボ類似度が20未満で、構造接続が未確認;刺さり候補環境デッキが未確認;再現性スコアが中程度;不足補助役割が残っている,水面護り ハコフ/蓄積された魔力の縛り / 連唱 ハルカス・ドロー / 怪魔城 ポチョムキン,True,[]
route_seed alternate_effect_win: 耐久/山札操作から特殊勝利 #3,route_based,alternate_effect_win,43,19,2,3,61,28,シャコガイル 山札0特殊勝利,14,,水面護り ハコフ / 蓄積された魔力の縛り / 連唱 ハルカス・ドロー / 封魔ウェバリス,37,seed内の役割が重複しすぎている可能性;alternate_effect_winだが特殊条件形成が薄い,水面護り ハコフ/蓄積された魔力の縛り -> 連唱 ハルカス・ドロー -> 封魔ウェバリス -> alternate_effect_win (defense:+2 / alternate_win_progress:+2 / win_progress:+1 / shield:+1),サーチ/ドロー,access_to_seed,品質フィルターで37点の減点があります。理由: seed内の役割が重複しすぎている可能性;alternate_effect_winだが特殊条件形成が薄い。カード間の実接続と使用可能フォーマットを確認してください。,route_seed_generator v1。plan=耐久/山札操作から特殊勝利。平均コスト=1.33 / 最大コスト=2。この候補は保存前にroute_candidate_evaluatorで現実補正してください。,1.33,シャコガイル 山札0特殊勝利との共通点は限定的です。 pattern_type=特殊勝利 / seed=水面護り ハコフ / 蓄積された魔力の縛り / 連唱 ハルカス・ドロー / 封魔ウェバリス。特殊勝利条件に必要な前提状態をどこまで自前で作れるかが差分確認点です。,特殊勝利,2,,56,既知コンボ類似度が20未満で、構造接続が未確認;刺さり候補環境デッキが未確認;再現性スコアが中程度;不足補助役割が残っている,水面護り ハコフ/蓄積された魔力の縛り / 連唱 ハルカス・ドロー / 封魔ウェバリス,True,[]
route_seed alternate_effect_win: 耐久/山札操作から特殊勝利 #4,route_based,alternate_effect_win,43,19,2,3,61,28,シャコガイル 山札0特殊勝利,14,,水面護り ハコフ / 蓄積された魔力の縛り / 連唱 ハルカス・ドロー / 螺神兵ボロック,37,seed内の役割が重複しすぎている可能性;alternate_effect_winだが特殊条件形成が薄い,水面護り ハコフ/蓄積された魔力の縛り -> 連唱 ハルカス・ドロー -> 螺神兵ボロック -> alternate_effect_win (defense:+2 / alternate_win_progress:+2 / win_progress:+1 / shield:+1),サーチ/ドロー,access_to_seed,品質フィルターで37点の減点があります。理由: seed内の役割が重複しすぎている可能性;alternate_effect_winだが特殊条件形成が薄い。カード間の実接続と使用可能フォーマットを確認してください。,route_seed_generator v1。plan=耐久/山札操作から特殊勝利。平均コスト=1.33 / 最大コスト=2。この候補は保存前にroute_candidate_evaluatorで現実補正してください。,1.33,シャコガイル 山札0特殊勝利との共通点は限定的です。 pattern_type=特殊勝利 / seed=水面護り ハコフ / 蓄積された魔力の縛り / 連唱 ハルカス・ドロー / 螺神兵ボロック。特殊勝利条件に必要な前提状態をどこまで自前で作れるかが差分確認点です。,特殊勝利,2,,56,既知コンボ類似度が20未満で、構造接続が未確認;刺さり候補環境デッキが未確認;再現性スコアが中程度;不足補助役割が残っている,水面護り ハコフ/蓄積された魔力の縛り / 連唱 ハルカス・ドロー / 螺神兵ボロック,True,[]
route_seed alternate_effect_win: 耐久/山札操作から特殊勝利 #22,route_based,alternate_effect_win,43,19,2,3,61,28,シャコガイル 山札0特殊勝利,14,,生意気な衛兵 メダカ / 連唱 ハルカス・ドロー / 水面護り ハコフ / 蓄積された魔力の縛り,37,seed内の役割が重複しすぎている可能性;alternate_effect_winだが特殊条件形成が薄い,生意気な衛兵 メダカ -> 連唱 ハルカス・ドロー -> 水面護り ハコフ/蓄積された魔力の縛り -> alternate_effect_win (defense:+2 / alternate_win_progress:+2 / win_progress:+1 / shield:+1),サーチ/ドロー,access_to_seed,品質フィルターで37点の減点があります。理由: seed内の役割が重複しすぎている可能性;alternate_effect_winだが特殊条件形成が薄い。カード間の実接続と使用可能フォーマットを確認してください。,route_seed_generator v1。plan=耐久/山札操作から特殊勝利。平均コスト=1.33 / 最大コスト=2。この候補は保存前にroute_candidate_evaluatorで現実補正してください。,1.33,シャコガイル 山札0特殊勝利との共通点は限定的です。 pattern_type=特殊勝利 / seed=生意気な衛兵 メダカ / 連唱 ハルカス・ドロー / 水面護り ハコフ / 蓄積された魔力の縛り。特殊勝利条件に必要な前提状態をどこまで自前で作れるかが差分確認点です。,特殊勝利,2,,56,既知コンボ類似度が20未満で、構造接続が未確認;刺さり候補環境デッキが未確認;再現性スコアが中程度;不足補助役割が残っている,生意気な衛兵 メダカ / 連唱 ハルカス・ドロー / 水面護り ハコフ/蓄積された魔力の縛り,True,[]
route_seed alternate_effect_win: 耐久/山札操作から特殊勝利 #43,route_based,alternate_effect_win,43,19,2,3,61,28,シャコガイル 山札0特殊勝利,14,,火炎流星弾 / 連唱 ハルカス・ドロー / 水面護り ハコフ / 蓄積された魔力の縛り,37,seed内の役割が重複しすぎている可能性;alternate_effect_winだが特殊条件形成が薄い,火炎流星弾 -> 連唱 ハルカス・ドロー -> 水面護り ハコフ/蓄積された魔力の縛り -> alternate_effect_win (defense:+2 / alternate_win_progress:+2 / win_progress:+1 / shield:+1),サーチ/ドロー,access_to_seed,品質フィルターで37点の減点があります。理由: seed内の役割が重複しすぎている可能性;alternate_effect_winだが特殊条件形成が薄い。カード間の実接続と使用可能フォーマットを確認してください。,route_seed_generator v1。plan=耐久/山札操作から特殊勝利。平均コスト=1.33 / 最大コスト=2。この候補は保存前にroute_candidate_evaluatorで現実補正してください。,1.33,シャコガイル 山札0特殊勝利との共通点は限定的です。 pattern_type=特殊勝利 / seed=火炎流星弾 / 連唱 ハルカス・ドロー / 水面護り ハコフ / 蓄積された魔力の縛り。特殊勝利条件に必要な前提状態をどこまで自前で作れるかが差分確認点です。,特殊勝利,2,,56,既知コンボ類似度が20未満で、構造接続が未確認;刺さり候補環境デッキが未確認;再現性スコアが中程度;不足補助役割が残っている,火炎流星弾 / 連唱 ハルカス・ドロー / 水面護り ハコフ/蓄積された魔力の縛り,True,[]
